intent,subject,question,answer
general,general,you're crazy.,then the waiter will give you a big smile as he brings you the new steak.
general,general,then the waiter will give you a big smile as he brings you the new steak.,where do you get these crazy ideas?
general,general,where do you get these crazy ideas?,i used to cook in a restaurant!
general,general,let's leave.,but we just got here.
general,general,but we just got here.,did you see the waiter's hands?
general,general,did you see the waiter's hands?,no.
general,general,no.,he had dirty fingernails.
general,general,he had dirty fingernails.,really?
general,general,really?,his nails were black!
general,general,his nails were black!,that's disgusting.
general,general,that's disgusting.,and he poured water into our glasses.
general,general,and he poured water into our glasses.,yuck! no water for me.
general,general,yuck! no water for me.,"i wonder if the cooks' nails are dirty, too."
general,general,"i wonder if the cooks' nails are dirty, too.",who cares? let's get out of here.
general,general,this hot bread is delicious.,i like this restaurant because they give you free bread.
general,general,i like this restaurant because they give you free bread.,"well, i think we are paying for it."
general,general,"well, i think we are paying for it.",no. look at the bill when we get it. there's no charge for the bread.
general,general,no. look at the bill when we get it. there's no charge for the bread.,"it is delicious, especially with butter."
general,general,"it is delicious, especially with butter.",i think we should just leave after we fill up on the bread.
general,general,i think we should just leave after we fill up on the bread.,they probably wouldn't like that.
general,general,they probably wouldn't like that.,i'm eating so much bread that i'm getting full.
general,general,i'm eating so much bread that i'm getting full.,then stop eating the bread!
general,general,then stop eating the bread!,"okay, just one more piece. pass the butter, please."
general,general,"okay, just one more piece. pass the butter, please.","if i owned a restaurant, i would never serve hot bread before the main course."
general,general,"if i owned a restaurant, i would never serve hot bread before the main course.",that's terrible. i would never go to your restaurant.
general,general,is this a clean restaurant?,"well, the tables and chairs look okay."
general,general,"well, the tables and chairs look okay.","okay, let's sit down."
general,general,"okay, let's sit down.",check out the silverware.
general,general,check out the silverware.,it passes inspection.
general,general,it passes inspection.,here comes the waiter. see if his hands and nails are clean.
general,general,here comes the waiter. see if his hands and nails are clean.,"well, the waiter looked clean, so i guess it's okay to eat here."
general,general,"well, the waiter looked clean, so i guess it's okay to eat here.",you're forgetting about the bathroom.
general,general,you're forgetting about the bathroom.,i'm going to just hope that the bathroom is clean.
general,general,i'm going to just hope that the bathroom is clean.,you're not going to examine it before we order dinner?
